date,no2
01/01/2008 00:15,0
01/01/2008 00:30,0
01/01/2008 00:45,69.32583829
01/01/2008 01:00,63.89571127
01/01/2008 01:15,60.20233956
01/01/2008 01:30,57.18995759
01/01/2008 01:45,62.06242598
01/01/2008 02:00,62.07893517
01/01/2008 02:15,59.06031682
01/01/2008 02:30,54.74147063
01/01/2008 02:45,67.64314436
01/01/2008 03:00,31.80676232
01/01/2008 03:15,17.47722539
01/01/2008 03:30,20.63392408
01/01/2008 03:45,29.90583335
01/01/2008 04:00,30.85919603
01/01/2008 04:15,49.5507173
01/01/2008 04:30,52.26312174
01/01/2008 04:45,44.40954893
01/01/2008 05:00,52.9795785
01/01/2008 05:15,57.02103969
01/01/2008 05:30,43.4608731
01/01/2008 05:45,43.95932438
01/01/2008 06:00,43.51877961
01/01/2008 06:15,33.74947121
01/01/2008 06:30,32.74374972
01/01/2008 06:45,26.69008035
01/01/2008 07:00,34.96210278
01/01/2008 07:15,39.54737248
01/01/2008 07:30,37.41363141
01/01/2008 07:45,37.63561593
01/01/2008 08:00,37.38210517
01/01/2008 08:15,38.552689
01/01/2008 08:30,42.83050134
01/01/2008 08:45,44.36952897
01/01/2008 09:00,45.63700625
01/01/2008 09:15,48.8436725
01/01/2008 09:30,47.38376655
01/01/2008 09:45,52.77006674
01/01/2008 10:00,47.77484114
01/01/2008 10:15,47.43229936
01/01/2008 10:30,48.62434705
01/01/2008 10:45,47.6654558
01/01/2008 11:00,53.03895802
01/01/2008 11:15,52.94627317
01/01/2008 11:30,59.23568153
01/01/2008 11:45,55.35468278
01/01/2008 12:00,64.5756106
01/01/2008 12:15,61.69522563
01/01/2008 12:30,53.89403076
01/01/2008 12:45,57.80491057
01/01/2008 13:00,67.55061255
01/01/2008 13:15,57.1786135
01/01/2008 13:30,62.62886528
01/01/2008 13:45,63.03034659
01/01/2008 14:00,63.12167321
01/01/2008 14:15,62.48326685
01/01/2008 14:30,72.31918591
01/01/2008 14:45,73.79468281
01/01/2008 15:00,71.47474945
01/01/2008 15:15,55.26764128
01/01/2008 15:30,65.52671594
01/01/2008 15:45,65.82103099
01/01/2008 16:00,72.56338036
01/01/2008 16:15,76.56118689
01/01/2008 16:30,56.8258563
01/01/2008 16:45,69.60593975
01/01/2008 17:00,70.86695109
01/01/2008 17:15,66.8983752
01/01/2008 17:30,68.30052768
01/01/2008 17:45,72.90475521
01/01/2008 18:00,69.59712082
01/01/2008 18:15,62.19964547
01/01/2008 18:30,71.55534414
01/01/2008 18:45,70.29429454
01/01/2008 19:00,68.0073413
01/01/2008 19:15,62.0334249
01/01/2008 19:30,66.66200492
01/01/2008 19:45,65.78148928
01/01/2008 20:00,66.07677996
01/01/2008 20:15,60.95833803
01/01/2008 20:30,62.53732823
01/01/2008 20:45,66.41991477
01/01/2008 21:00,72.8397706
01/01/2008 21:15,52.09581076
01/01/2008 21:30,58.34837474
01/01/2008 21:45,59.50281285
01/01/2008 22:00,54.7913808
01/01/2008 22:15,49.82907793
01/01/2008 22:30,51.02879675
01/01/2008 22:45,62.8560149
01/01/2008 23:00,48.99676989
01/01/2008 23:15,48.02842842
01/01/2008 23:30,43.25744468
01/01/2008 23:45,41.80320121
01/01/2008 23:59,0
02/01/2008 00:15,0
02/01/2008 00:30,0
02/01/2008 00:45,54.61253443
02/01/2008 01:00,42.67327187
02/01/2008 01:15,48.12279671
02/01/2008 01:30,40.76918645
